,id,age,job,marital,education,default,balance,housing,loan,contact,day,month,duration,campaign,pdays,previous,poutcome,predict
13174,13175,42,management,divorced,tertiary,no,0,no,no,unknown,19,may,131,2,-1,0,unknown,0
13175,13176,61,blue-collar,married,primary,no,734,yes,no,unknown,8,may,204,1,-1,0,unknown,0
13176,13177,55,services,divorced,primary,no,2923,yes,no,cellular,29,jan,94,1,259,2,failure,0
13177,13178,26,admin.,single,tertiary,no,2170,yes,no,cellular,27,apr,398,1,-1,0,unknown,0
13178,13179,40,services,married,secondary,no,9374,yes,no,cellular,21,nov,7,8,185,1,failure,0
13179,13180,48,management,married,tertiary,no,2460,no,no,cellular,27,aug,106,11,-1,0,unknown,0
13180,13181,40,blue-collar,married,secondary,no,-450,yes,no,cellular,15,may,181,1,-1,0,unknown,0
13181,13182,44,services,married,secondary,no,5780,yes,no,cellular,1,apr,525,2,-1,0,unknown,0
13182,13183,40,blue-collar,married,primary,no,3658,yes,no,unknown,14,may,977,1,-1,0,unknown,1
13183,13184,30,technician,single,secondary,no,1286,no,no,telephone,28,aug,44,12,-1,0,unknown,0
13184,13185,57,management,married,secondary,no,570,no,no,unknown,20,jun,75,2,-1,0,unknown,0
13185,13186,52,blue-collar,single,tertiary,yes,-517,no,yes,cellular,10,jul,340,1,-1,0,unknown,0
13186,13187,32,technician,single,tertiary,no,13711,yes,no,cellular,14,may,638,1,175,3,success,0
13187,13188,53,blue-collar,married,unknown,no,0,no,no,cellular,21,aug,150,2,-1,0,unknown,0
13188,13189,42,admin.,single,secondary,no,277,yes,no,unknown,14,may,121,1,-1,0,unknown,0
13189,13190,27,blue-collar,married,secondary,no,14,no,no,cellular,8,may,295,1,-1,0,unknown,0
13190,13191,36,self-employed,married,tertiary,no,10,no,no,cellular,29,aug,47,4,-1,0,unknown,0
13191,13192,47,technician,married,secondary,no,-9,no,no,cellular,14,aug,457,2,-1,0,unknown,0
13192,13193,37,student,single,secondary,no,681,no,no,cellular,5,feb,187,1,8,1,other,0
13193,13194,39,blue-collar,married,primary,no,3324,no,no,cellular,9,jul,108,1,-1,0,unknown,0
13194,13195,36,management,single,tertiary,no,86,no,no,cellular,25,aug,48,4,-1,0,unknown,0
13195,13196,34,management,single,tertiary,no,-281,no,no,cellular,29,aug,56,6,-1,0,unknown,0
13196,13197,40,technician,married,primary,no,819,yes,no,unknown,13,may,50,3,-1,0,unknown,0
13197,13198,29,blue-collar,single,secondary,no,13654,yes,yes,cellular,16,apr,528,1,-1,0,unknown,0
13198,13199,38,admin.,married,secondary,no,1839,no,no,unknown,23,may,63,2,-1,0,unknown,0
13199,13200,36,technician,single,secondary,no,129,yes,no,unknown,20,jun,200,7,-1,0,unknown,0
13200,13201,45,housemaid,married,primary,no,4994,no,no,unknown,20,jun,48,1,-1,0,unknown,0
13201,13202,36,management,single,tertiary,no,0,yes,yes,cellular,7,aug,122,5,-1,0,unknown,0
13202,13203,52,admin.,divorced,secondary,no,363,yes,no,cellular,21,aug,168,1,462,1,success,1
13203,13204,63,retired,married,primary,no,1084,no,no,cellular,14,oct,201,1,183,1,success,1
13204,13205,30,admin.,single,tertiary,no,0,yes,no,cellular,11,may,56,3,-1,0,unknown,0
13205,13206,46,technician,married,secondary,no,2501,no,no,cellular,26,may,323,1,-1,0,unknown,0
13206,13207,57,technician,divorced,secondary,no,99,yes,no,cellular,11,may,133,2,370,2,failure,0
13207,13208,26,blue-collar,married,primary,no,178,yes,no,unknown,4,jun,833,2,-1,0,unknown,0
13208,13209,28,unemployed,single,secondary,yes,-353,yes,no,unknown,12,may,89,3,-1,0,unknown,0
13209,13210,50,blue-collar,divorced,secondary,no,571,yes,no,unknown,2,jun,88,4,-1,0,unknown,0
13210,13211,53,services,married,primary,no,49,no,no,unknown,28,may,152,1,-1,0,unknown,0
13211,13212,54,management,married,tertiary,no,11246,no,no,cellular,19,nov,122,2,-1,0,unknown,0
13212,13213,32,blue-collar,single,secondary,no,2696,yes,no,unknown,21,may,445,1,-1,0,unknown,0
13213,13214,33,management,single,tertiary,no,-75,yes,yes,cellular,31,jul,22,8,-1,0,unknown,0
13214,13215,28,blue-collar,married,secondary,no,379,no,yes,cellular,17,jul,164,1,-1,0,unknown,0
13215,13216,35,self-employed,married,secondary,no,0,yes,no,telephone,7,jul,126,4,-1,0,unknown,0
13216,13217,35,technician,divorced,tertiary,no,1718,yes,yes,cellular,17,nov,74,1,167,16,other,0
13217,13218,37,blue-collar,married,primary,no,2814,yes,no,cellular,20,nov,619,3,-1,0,unknown,0
13218,13219,33,admin.,married,secondary,no,2,yes,no,unknown,20,may,201,1,-1,0,unknown,0
13219,13220,44,self-employed,married,secondary,no,5068,no,no,cellular,8,jul,256,2,-1,0,unknown,0
13220,13221,33,technician,married,secondary,no,844,yes,no,cellular,23,jul,476,3,-1,0,unknown,0
13221,13222,50,admin.,married,secondary,no,3608,yes,no,cellular,14,may,196,8,182,4,success,1
13222,13223,55,services,married,secondary,no,841,yes,no,cellular,15,may,140,9,372,4,failure,0
13223,13224,25,services,married,secondary,no,72,yes,no,cellular,23,jul,305,2,-1,0,unknown,0
13224,13225,55,technician,divorced,tertiary,no,264,yes,no,unknown,30,may,34,2,-1,0,unknown,0
13225,13226,50,blue-collar,married,primary,no,3924,yes,no,cellular,20,apr,122,2,-1,0,unknown,0
13226,13227,41,services,single,primary,no,5907,yes,no,cellular,7,may,198,1,167,5,failure,0
13227,13228,51,blue-collar,married,primary,no,91,no,yes,unknown,19,jun,368,2,-1,0,unknown,0
13228,13229,28,student,single,secondary,no,1925,no,no,cellular,25,nov,487,1,97,2,failure,0
13229,13230,39,blue-collar,married,primary,no,0,no,no,unknown,6,jun,178,1,-1,0,unknown,0
13230,13231,57,management,married,tertiary,no,1172,no,no,unknown,18,jun,26,1,-1,0,unknown,0
13231,13232,36,management,married,tertiary,no,25,yes,no,cellular,17,jul,393,1,-1,0,unknown,0
13232,13233,81,management,married,tertiary,no,0,no,no,cellular,7,jul,170,1,-1,0,unknown,0
13233,13234,41,unknown,married,primary,no,526,no,no,unknown,26,may,151,3,-1,0,unknown,0
13234,13235,34,entrepreneur,married,secondary,no,1368,yes,no,cellular,18,nov,252,2,-1,0,unknown,0
13235,13236,39,admin.,married,secondary,no,-362,yes,no,unknown,20,may,145,2,-1,0,unknown,0
13236,13237,43,management,single,tertiary,no,379,yes,no,cellular,28,jan,74,1,-1,0,unknown,0
13237,13238,59,blue-collar,married,primary,no,6212,yes,no,cellular,5,may,574,2,-1,0,unknown,0
13238,13239,40,management,married,tertiary,no,87,yes,yes,cellular,21,nov,114,1,-1,0,unknown,0
13239,13240,31,technician,single,tertiary,no,454,no,no,cellular,4,feb,73,3,-1,0,unknown,0
13240,13241,51,admin.,married,tertiary,no,0,yes,yes,cellular,8,mar,124,2,-1,0,unknown,0
13241,13242,40,technician,married,tertiary,no,1554,no,no,cellular,30,jan,99,1,-1,0,unknown,0
13242,13243,32,management,married,tertiary,no,1208,no,no,cellular,11,aug,221,3,-1,0,unknown,0
13243,13244,42,housemaid,married,primary,no,4279,yes,no,cellular,22,jul,98,1,-1,0,unknown,0
13244,13245,52,entrepreneur,married,secondary,yes,-36,no,yes,cellular,15,jul,199,4,-1,0,unknown,0
13245,13246,33,management,married,tertiary,no,808,yes,no,cellular,19,aug,12,16,-1,0,unknown,0
13246,13247,46,admin.,married,secondary,no,974,no,no,cellular,5,jun,174,2,80,1,success,1
13247,13248,43,blue-collar,married,primary,no,778,yes,yes,unknown,15,may,284,5,-1,0,unknown,0
13248,13249,53,admin.,single,secondary,no,1958,no,no,telephone,7,jul,82,2,75,4,failure,0
13249,13250,35,management,married,tertiary,no,2717,no,no,cellular,13,aug,394,6,-1,0,unknown,0
13250,13251,38,technician,single,tertiary,no,11,no,no,unknown,18,jun,78,3,-1,0,unknown,0
13251,13252,56,technician,married,secondary,no,205,no,yes,cellular,23,jul,442,2,-1,0,unknown,0
13252,13253,43,technician,single,secondary,no,33,yes,no,unknown,27,may,93,10,-1,0,unknown,0
13253,13254,68,retired,married,primary,no,7945,no,no,cellular,28,oct,210,1,-1,0,unknown,0
13254,13255,62,blue-collar,married,secondary,no,272,no,no,cellular,11,nov,289,1,92,3,success,1
13255,13256,31,admin.,single,secondary,no,554,yes,no,cellular,5,feb,94,1,-1,0,unknown,0
13256,13257,59,management,married,tertiary,no,3779,no,no,cellular,18,aug,93,3,-1,0,unknown,0
13257,13258,48,blue-collar,married,secondary,no,-404,yes,no,cellular,31,jul,130,3,-1,0,unknown,0
13258,13259,53,services,married,secondary,no,658,no,no,cellular,28,aug,18,25,-1,0,unknown,0
13259,13260,45,blue-collar,married,secondary,no,2071,no,yes,telephone,22,jul,1148,2,-1,0,unknown,1
13260,13261,45,unemployed,single,secondary,no,382,yes,yes,cellular,18,may,182,1,-1,0,unknown,0
13261,13262,39,services,married,secondary,no,0,no,no,cellular,7,jul,333,5,-1,0,unknown,0
13262,13263,41,technician,married,secondary,no,636,yes,no,cellular,21,nov,1055,1,177,1,other,1
13263,13264,49,technician,married,unknown,no,323,yes,no,cellular,18,nov,41,2,-1,0,unknown,0
13264,13265,46,blue-collar,married,secondary,no,4646,yes,no,cellular,7,may,33,3,359,1,failure,0
13265,13266,52,blue-collar,divorced,primary,no,196,yes,yes,unknown,3,jun,63,1,-1,0,unknown,0
13266,13267,39,management,married,tertiary,no,756,yes,no,unknown,2,jun,268,1,-1,0,unknown,0
13267,13268,35,services,divorced,tertiary,no,877,yes,no,cellular,15,apr,61,3,-1,0,unknown,0
13268,13269,51,blue-collar,married,primary,no,-272,no,yes,cellular,28,aug,121,5,-1,0,unknown,0
13269,13270,33,admin.,married,secondary,no,855,no,no,cellular,15,apr,110,1,-1,0,unknown,0
13270,13271,33,management,single,tertiary,no,71,no,no,cellular,22,aug,107,6,-1,0,unknown,0
13271,13272,31,technician,single,tertiary,no,491,yes,no,unknown,8,may,237,1,-1,0,unknown,0
13272,13273,32,management,single,tertiary,no,631,no,no,cellular,26,aug,145,5,-1,0,unknown,0
13273,13274,49,blue-collar,divorced,secondary,no,23,no,no,cellular,17,nov,221,2,-1,0,unknown,0
13274,13275,32,blue-collar,married,secondary,no,564,yes,no,unknown,21,may,660,1,-1,0,unknown,0
13275,13276,34,management,divorced,tertiary,no,4231,yes,no,cellular,11,aug,382,2,-1,0,unknown,0
13276,13277,43,blue-collar,married,secondary,no,500,yes,no,cellular,14,jul,324,2,-1,0,unknown,0
13277,13278,25,student,single,secondary,no,469,no,no,cellular,21,aug,273,1,86,1,other,0
13278,13279,33,technician,single,tertiary,no,516,no,no,cellular,22,aug,76,7,-1,0,unknown,0
13279,13280,50,management,single,tertiary,no,297,yes,no,unknown,5,may,119,1,-1,0,unknown,0
13280,13281,33,services,single,tertiary,no,-104,no,yes,cellular,14,jul,231,2,-1,0,unknown,0
13281,13282,44,management,married,tertiary,no,430,no,no,cellular,7,may,97,2,171,2,failure,0
13282,13283,30,services,single,secondary,no,179,yes,no,unknown,29,may,286,3,-1,0,unknown,0
13283,13284,47,blue-collar,married,primary,yes,-1385,yes,yes,unknown,15,may,77,1,-1,0,unknown,0
13284,13285,36,management,married,tertiary,no,763,no,no,cellular,2,feb,50,1,-1,0,unknown,0
13285,13286,27,management,single,tertiary,no,2489,no,no,cellular,15,jul,323,2,163,2,other,0
13286,13287,45,management,married,tertiary,no,634,yes,no,cellular,25,jul,227,1,-1,0,unknown,0
13287,13288,33,technician,married,secondary,no,-616,yes,yes,unknown,27,may,320,1,-1,0,unknown,0
13288,13289,49,services,married,secondary,no,4300,yes,yes,cellular,8,may,134,1,256,6,failure,0
13289,13290,32,management,single,tertiary,no,20,no,no,cellular,14,aug,1151,2,-1,0,unknown,1
13290,13291,54,management,married,tertiary,no,7249,yes,yes,cellular,4,feb,102,2,77,1,failure,0
13291,13292,53,unemployed,married,secondary,no,4487,no,no,cellular,31,jul,79,2,-1,0,unknown,0
13292,13293,55,admin.,married,secondary,no,6207,yes,no,unknown,26,jun,113,5,-1,0,unknown,0
13293,13294,24,blue-collar,married,primary,no,-427,yes,no,unknown,13,may,165,3,-1,0,unknown,0
13294,13295,28,management,single,tertiary,no,6551,no,no,cellular,23,sep,203,1,-1,0,unknown,0
13295,13296,59,self-employed,married,tertiary,no,6237,yes,no,cellular,8,may,63,1,169,2,failure,0
13296,13297,39,technician,single,secondary,no,4646,yes,no,cellular,18,nov,486,1,-1,0,unknown,0
13297,13298,43,management,single,secondary,yes,-1164,yes,yes,cellular,18,jul,76,4,-1,0,unknown,0
13298,13299,32,admin.,single,secondary,no,613,yes,no,cellular,2,feb,88,1,-1,0,unknown,0
13299,13300,24,admin.,single,secondary,no,60,yes,no,cellular,16,apr,417,2,-1,0,unknown,0
13300,13301,57,technician,married,secondary,no,437,yes,no,unknown,19,may,44,4,-1,0,unknown,0
13301,13302,33,services,married,secondary,no,404,yes,no,unknown,7,may,139,1,-1,0,unknown,0
13302,13303,44,management,single,tertiary,no,825,yes,no,unknown,11,jun,427,2,-1,0,unknown,0
13303,13304,25,student,single,secondary,no,358,no,no,cellular,16,nov,330,1,-1,0,unknown,0
13304,13305,37,admin.,married,unknown,no,497,yes,no,telephone,19,nov,178,2,-1,0,unknown,0
13305,13306,35,blue-collar,married,secondary,no,402,no,yes,unknown,17,jun,123,1,-1,0,unknown,0
13306,13307,31,management,single,tertiary,no,533,no,no,telephone,12,may,372,1,90,10,success,1
13307,13308,28,admin.,single,secondary,no,189,yes,no,cellular,31,jul,68,2,-1,0,unknown,0
13308,13309,32,blue-collar,married,secondary,no,298,yes,no,unknown,29,may,142,7,-1,0,unknown,0
13309,13310,50,blue-collar,married,secondary,no,378,yes,no,cellular,28,jan,155,1,-1,0,unknown,0
13310,13311,50,management,divorced,secondary,no,1716,yes,no,unknown,6,may,82,1,-1,0,unknown,0
13311,13312,39,technician,single,secondary,no,-529,yes,no,cellular,15,may,22,8,175,5,failure,0
13312,13313,35,technician,married,secondary,no,2355,yes,no,cellular,9,jul,515,1,-1,0,unknown,0
13313,13314,41,services,married,secondary,no,-459,yes,no,cellular,31,jul,162,2,-1,0,unknown,0
13314,13315,32,admin.,married,secondary,no,159,no,yes,unknown,26,jun,177,1,-1,0,unknown,0
13315,13316,37,blue-collar,married,secondary,no,417,no,no,cellular,31,jul,1212,5,-1,0,unknown,1
13316,13317,30,management,married,secondary,yes,471,yes,no,cellular,26,aug,73,4,-1,0,unknown,0
13317,13318,49,management,married,tertiary,no,1050,yes,no,cellular,18,nov,924,1,-1,0,unknown,1
13318,13319,57,admin.,single,secondary,no,0,no,no,cellular,28,jul,261,4,-1,0,unknown,0
13319,13320,22,student,single,unknown,no,1,no,no,telephone,15,jun,263,4,-1,0,unknown,0
13320,13321,37,management,married,tertiary,no,784,yes,no,cellular,9,feb,41,3,-1,0,unknown,0
13321,13322,30,technician,single,secondary,no,853,no,no,cellular,29,oct,279,1,148,1,failure,0
13322,13323,34,management,married,tertiary,no,0,yes,no,cellular,30,apr,300,1,86,1,success,1
13323,13324,46,retired,married,secondary,no,23,yes,yes,cellular,7,aug,122,2,-1,0,unknown,0
13324,13325,39,admin.,divorced,secondary,no,1089,yes,no,cellular,14,may,128,1,-1,0,unknown,0
13325,13326,26,admin.,single,secondary,no,802,no,no,cellular,30,jan,77,1,2,2,other,0
13326,13327,54,management,divorced,tertiary,no,0,no,yes,cellular,10,jul,88,1,-1,0,unknown,0
13327,13328,32,services,single,secondary,no,-198,yes,no,unknown,21,may,681,3,-1,0,unknown,0
13328,13329,34,management,married,tertiary,no,280,yes,no,cellular,24,jul,363,2,-1,0,unknown,0
13329,13330,60,management,married,tertiary,no,6,yes,no,cellular,6,may,787,3,-1,0,unknown,0
13330,13331,40,services,married,secondary,no,1688,no,no,unknown,16,may,93,1,-1,0,unknown,0
13331,13332,34,technician,single,tertiary,no,2257,yes,no,unknown,9,may,62,1,-1,0,unknown,0
13332,13333,32,student,single,tertiary,no,214,no,no,cellular,4,may,117,1,-1,0,unknown,0
13333,13334,21,student,single,secondary,no,1746,no,no,cellular,21,aug,487,2,-1,0,unknown,0
13334,13335,60,admin.,married,secondary,no,1914,yes,no,cellular,20,apr,65,1,287,3,failure,0
13335,13336,40,unemployed,married,tertiary,no,2135,yes,no,cellular,5,feb,171,5,230,1,failure,0
13336,13337,60,retired,married,primary,no,-382,yes,no,unknown,26,may,140,2,-1,0,unknown,0
13337,13338,43,admin.,married,secondary,no,672,yes,no,unknown,20,jun,14,6,-1,0,unknown,0
13338,13339,35,technician,divorced,secondary,no,2,no,no,unknown,3,jul,88,1,-1,0,unknown,0
13339,13340,53,blue-collar,married,secondary,no,3815,no,no,unknown,24,jun,237,3,-1,0,unknown,0
13340,13341,46,blue-collar,married,secondary,no,4044,no,no,cellular,7,jul,326,3,-1,0,unknown,0
13341,13342,44,management,divorced,tertiary,no,388,yes,no,telephone,13,may,246,2,370,2,success,1
13342,13343,28,admin.,married,secondary,no,317,yes,no,cellular,15,jul,673,2,-1,0,unknown,0
13343,13344,24,blue-collar,single,secondary,no,174,yes,yes,cellular,18,may,487,1,-1,0,unknown,0
13344,13345,38,unemployed,married,secondary,no,-673,yes,no,unknown,26,may,364,1,-1,0,unknown,0
13345,13346,42,services,married,tertiary,no,4216,no,no,cellular,12,jun,186,2,-1,0,unknown,0
13346,13347,39,services,married,secondary,no,0,no,no,unknown,5,jun,251,1,-1,0,unknown,0
13347,13348,35,blue-collar,single,secondary,no,40,yes,no,unknown,9,may,617,4,-1,0,unknown,0
13348,13349,26,management,single,secondary,no,63,no,no,cellular,28,jul,76,4,-1,0,unknown,0
13349,13350,39,blue-collar,married,secondary,no,747,yes,yes,cellular,19,nov,209,2,180,1,other,0
13350,13351,59,management,married,tertiary,no,296,no,yes,cellular,15,jul,805,3,-1,0,unknown,0
13351,13352,52,blue-collar,married,secondary,no,7180,yes,no,cellular,13,may,276,1,364,1,success,1
13352,13353,46,blue-collar,married,primary,no,-287,yes,no,unknown,30,may,113,3,-1,0,unknown,0
13353,13354,40,technician,married,secondary,no,2228,yes,no,cellular,20,aug,150,2,-1,0,unknown,0
13354,13355,80,retired,married,unknown,no,355,no,no,telephone,10,aug,156,1,-1,0,unknown,0
13355,13356,33,management,married,tertiary,no,4728,no,no,cellular,14,aug,110,3,-1,0,unknown,0
13356,13357,59,unemployed,married,secondary,no,309,no,no,cellular,28,jan,300,1,-1,0,unknown,0
13357,13358,32,services,single,secondary,no,1940,yes,no,unknown,23,may,215,2,-1,0,unknown,0
13358,13359,39,admin.,married,tertiary,no,722,no,no,telephone,23,apr,141,1,-1,0,unknown,0
13359,13360,46,technician,single,tertiary,no,3133,no,no,cellular,6,aug,411,3,-1,0,unknown,0
13360,13361,30,admin.,married,secondary,no,1165,no,no,cellular,25,may,205,1,35,2,failure,0
13361,13362,54,technician,married,secondary,no,87,yes,no,cellular,12,may,20,8,350,9,failure,0
13362,13363,48,admin.,married,secondary,no,1428,no,no,cellular,19,nov,498,1,-1,0,unknown,0
13363,13364,32,technician,married,secondary,no,11697,yes,no,unknown,20,may,296,1,-1,0,unknown,0
13364,13365,52,housemaid,divorced,secondary,no,334,yes,no,unknown,17,jun,422,9,-1,0,unknown,0
13365,13366,37,blue-collar,married,unknown,no,0,yes,no,cellular,9,jul,90,1,-1,0,unknown,0
13366,13367,36,admin.,divorced,secondary,no,307,yes,no,unknown,13,may,121,2,-1,0,unknown,0
13367,13368,41,management,married,secondary,no,611,yes,no,cellular,6,feb,38,1,212,1,other,0
13368,13369,61,retired,divorced,secondary,no,1761,no,no,cellular,7,dec,334,3,-1,0,unknown,0
13369,13370,26,technician,married,secondary,no,370,no,yes,cellular,8,jul,1061,4,-1,0,unknown,1
13370,13371,54,management,married,tertiary,no,384,yes,no,cellular,12,may,30,7,-1,0,unknown,0
13371,13372,39,blue-collar,married,primary,no,481,yes,no,unknown,8,may,204,1,-1,0,unknown,0
13372,13373,33,technician,married,tertiary,no,525,yes,yes,cellular,30,jan,499,1,247,1,failure,0
13373,13374,53,management,divorced,tertiary,no,195,yes,no,unknown,29,may,217,1,-1,0,unknown,0
13374,13375,32,management,married,tertiary,no,0,no,no,cellular,28,aug,15,13,-1,0,unknown,0
13375,13376,43,housemaid,married,secondary,no,5233,no,no,unknown,18,jun,108,2,-1,0,unknown,0
13376,13377,30,entrepreneur,single,secondary,no,491,yes,no,unknown,9,may,197,4,-1,0,unknown,0
13377,13378,30,technician,married,secondary,no,371,no,no,cellular,7,aug,124,2,-1,0,unknown,0
13378,13379,50,blue-collar,divorced,secondary,no,-54,no,no,cellular,24,jul,513,3,-1,0,unknown,0
13379,13380,25,services,single,secondary,no,-107,yes,no,cellular,14,may,156,1,-1,0,unknown,0
13380,13381,46,technician,single,tertiary,no,1448,no,no,cellular,17,nov,292,1,-1,0,unknown,0
13381,13382,33,services,single,tertiary,no,-452,no,no,cellular,29,jan,692,2,-1,0,unknown,0
13382,13383,35,blue-collar,married,secondary,no,625,no,no,cellular,13,may,267,1,-1,0,unknown,0
13383,13384,36,self-employed,married,tertiary,no,4515,yes,no,unknown,17,jun,408,2,-1,0,unknown,0
13384,13385,53,management,married,tertiary,no,1144,yes,no,unknown,30,may,142,2,-1,0,unknown,0
13385,13386,38,blue-collar,single,secondary,no,5133,yes,no,cellular,21,nov,87,2,168,2,other,0
13386,13387,47,services,married,unknown,no,11,no,no,cellular,8,aug,455,4,-1,0,unknown,0
13387,13388,28,unemployed,single,tertiary,no,0,no,no,cellular,6,feb,15,9,-1,0,unknown,0
13388,13389,20,student,single,secondary,no,29,no,no,cellular,14,sep,85,2,-1,0,unknown,0
13389,13390,48,services,divorced,secondary,no,62,yes,no,cellular,8,may,561,1,-1,0,unknown,0
13390,13391,33,blue-collar,married,primary,no,1002,yes,no,cellular,20,apr,92,2,325,4,failure,0
13391,13392,35,technician,single,secondary,no,1,no,no,unknown,30,may,66,4,-1,0,unknown,0
13392,13393,46,technician,married,secondary,no,1571,yes,no,unknown,7,may,489,2,-1,0,unknown,0
13393,13394,39,services,married,secondary,no,54,yes,no,cellular,10,jul,466,1,-1,0,unknown,0
13394,13395,33,management,married,tertiary,no,584,yes,no,cellular,7,aug,269,3,-1,0,unknown,0
13395,13396,33,blue-collar,married,secondary,no,1454,yes,no,cellular,20,apr,322,2,-1,0,unknown,0
13396,13397,34,technician,married,secondary,no,563,yes,yes,cellular,29,aug,32,15,-1,0,unknown,0
13397,13398,35,blue-collar,divorced,primary,no,1792,yes,no,cellular,31,jul,630,6,-1,0,unknown,0
13398,13399,51,blue-collar,divorced,primary,no,83,yes,no,unknown,16,may,24,4,-1,0,unknown,0
13399,13400,52,services,married,secondary,no,91,yes,no,unknown,5,jun,175,4,-1,0,unknown,0
13400,13401,31,technician,single,secondary,no,1819,yes,no,unknown,15,may,226,2,-1,0,unknown,0
13401,13402,27,services,single,secondary,no,-20,no,no,unknown,16,may,757,6,-1,0,unknown,0
13402,13403,38,management,married,tertiary,no,661,yes,no,cellular,2,feb,366,1,-1,0,unknown,0
13403,13404,35,management,single,tertiary,no,-108,yes,no,cellular,28,aug,74,3,-1,0,unknown,0
13404,13405,42,technician,single,secondary,no,541,yes,no,cellular,5,feb,656,1,-1,0,unknown,0
13405,13406,53,management,divorced,secondary,no,28,yes,no,cellular,6,may,135,2,289,1,failure,0
13406,13407,48,management,married,tertiary,no,0,no,yes,cellular,6,feb,1423,3,-1,0,unknown,1
13407,13408,50,technician,married,unknown,no,680,no,no,cellular,7,jul,457,5,-1,0,unknown,0
13408,13409,54,blue-collar,married,primary,no,-239,yes,no,unknown,23,may,29,1,-1,0,unknown,0
13409,13410,41,management,single,tertiary,no,4477,no,no,cellular,4,aug,357,2,-1,0,unknown,0
13410,13411,52,entrepreneur,divorced,secondary,no,-99,no,yes,unknown,26,may,91,3,-1,0,unknown,0
13411,13412,32,management,single,tertiary,no,354,no,no,cellular,4,mar,177,2,133,5,other,0
13412,13413,33,housemaid,single,primary,no,39,yes,no,cellular,16,jul,332,3,-1,0,unknown,0
13413,13414,30,management,single,tertiary,no,1466,no,no,cellular,12,aug,111,4,-1,0,unknown,0
13414,13415,35,technician,single,tertiary,no,992,yes,no,telephone,12,feb,1416,1,170,4,failure,1
13415,13416,27,self-employed,single,tertiary,no,202,yes,no,cellular,21,jul,678,1,-1,0,unknown,0
13416,13417,32,management,divorced,tertiary,no,883,yes,no,cellular,10,dec,798,1,185,5,other,0
13417,13418,50,admin.,divorced,secondary,no,-458,yes,no,cellular,11,may,294,2,-1,0,unknown,0
13418,13419,37,technician,married,primary,no,0,yes,no,unknown,6,may,76,4,-1,0,unknown,0
13419,13420,49,admin.,married,secondary,no,10250,yes,no,telephone,24,oct,97,1,-1,0,unknown,0
13420,13421,60,housemaid,married,primary,no,763,yes,no,telephone,10,jul,180,3,-1,0,unknown,0
13421,13422,69,retired,married,primary,no,154,no,no,cellular,13,jul,144,4,-1,0,unknown,0
13422,13423,30,management,single,tertiary,no,1268,no,no,cellular,16,jul,73,4,-1,0,unknown,0
13423,13424,27,blue-collar,married,secondary,no,197,no,no,telephone,23,jul,222,1,-1,0,unknown,0
13424,13425,48,blue-collar,single,secondary,no,8982,yes,no,unknown,14,may,628,1,-1,0,unknown,0
13425,13426,39,unemployed,married,tertiary,no,529,yes,yes,cellular,21,nov,673,1,-1,0,unknown,0
13426,13427,36,services,married,secondary,no,1981,no,no,unknown,17,jun,48,2,-1,0,unknown,0
13427,13428,25,management,married,tertiary,no,3,yes,yes,cellular,21,jul,690,3,-1,0,unknown,0
13428,13429,45,technician,single,unknown,no,7108,yes,yes,unknown,30,may,1212,3,-1,0,unknown,1
13429,13430,32,entrepreneur,married,secondary,no,126,yes,yes,cellular,23,jul,538,2,-1,0,unknown,0
13430,13431,37,entrepreneur,married,secondary,no,351,yes,no,unknown,5,jun,169,3,-1,0,unknown,0
13431,13432,72,retired,divorced,tertiary,no,402,no,no,cellular,12,jul,194,3,-1,0,unknown,0
13432,13433,69,housemaid,married,primary,no,1080,no,no,cellular,18,aug,197,2,118,2,failure,0
13433,13434,50,blue-collar,single,primary,no,496,yes,no,cellular,8,may,108,1,-1,0,unknown,0
13434,13435,46,blue-collar,married,secondary,no,438,no,no,cellular,8,aug,262,5,-1,0,unknown,0
13435,13436,42,technician,single,secondary,no,0,no,no,telephone,31,jul,33,13,-1,0,unknown,0
13436,13437,35,admin.,married,tertiary,no,948,yes,no,cellular,8,jun,86,1,-1,0,unknown,0
13437,13438,73,retired,married,primary,no,934,no,no,cellular,14,sep,961,5,-1,0,unknown,1
13438,13439,33,management,single,tertiary,no,1781,no,no,cellular,8,oct,611,2,183,1,success,0
13439,13440,47,technician,married,tertiary,no,1694,no,yes,unknown,20,jun,560,3,-1,0,unknown,0
13440,13441,58,management,married,tertiary,no,6711,no,no,cellular,16,jun,95,3,-1,0,unknown,0
13441,13442,40,management,married,tertiary,no,710,yes,no,cellular,5,may,266,1,298,2,failure,0
13442,13443,35,services,single,secondary,no,1063,yes,yes,cellular,16,apr,327,1,-1,0,unknown,0
13443,13444,28,technician,married,secondary,no,139,yes,yes,cellular,8,apr,72,1,-1,0,unknown,0
13444,13445,38,blue-collar,married,secondary,no,117,yes,no,cellular,7,may,54,1,337,1,failure,0
13445,13446,42,blue-collar,married,secondary,no,3213,no,no,telephone,28,oct,172,1,-1,0,unknown,0
13446,13447,35,technician,single,secondary,no,183,no,no,cellular,24,apr,78,2,-1,0,unknown,0
13447,13448,40,management,single,tertiary,no,-199,yes,yes,unknown,30,may,109,1,-1,0,unknown,0
13448,13449,46,technician,married,tertiary,no,342,yes,yes,cellular,5,may,84,1,-1,0,unknown,0
13449,13450,36,blue-collar,divorced,secondary,no,-158,yes,no,cellular,21,jul,42,6,-1,0,unknown,0
